"","song_id","title","release","artist_name","year"
"928295","SOZHUUI12A6701D7B6","Swing_ Swing","The All-American Rejects","The All-American Rejects",2003
"938949","SOAJJDS12A8C13A3FB","I Got Mine","Attack & Release","The Black Keys",2008
"938950","SOANQFY12AB0183239","Uprising","Uprising","Muse",0
"938951","SOAXGDH12A8C13F8A1","Dog Days Are Over (Radio Edit)","Now That's What I Call Music! 75","Florence + The Machine",0
"938952","SOBABRB12A6701DF4B","Nah!","Up!","Shania Twain",2002
"938953","SOEGIYH12A6D4FC0E3","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","Mozart - Eine kleine Nachtmusik","Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner",0
"938954","SOFKYDZ12AB017F425","Stadium Love","Fantasies","Metric",2009
"938955","SOFLJQZ12A6D4FADA6","Tive Sim","Nova Bis-Cartola","Cartola",1974
"938956","SOFSPAT12A8C145F53","Your Touch","Magic Potion","The Black Keys",2006
"938957","SOFUVPZ12A6D4FCEA3","I Get Money","Ayo Technology","50 Cent",2007
"938958","SOGKJFK12A8C133FAC","Goliath","The Bedlam in Goliath","The Mars Volta",2008
"938959","SOGQQST12A6701D95C","Dirt Off Your Shoulder","The Black Album","Jay-Z",2003
"938960","SOHFNKO12AB017C772","Kiss With A Fist","Wild Child OST","Florence + The Machine",2009
"938961","SOMCAFM12A58A7B024","Who Can Compare","Let's Not Forget The Story","Foolish Things",2006
"938962","SOMGVYU12A8C1314FF","Sinisten tähtien alla","Tatsum Tisal","J. Karjalainen & Mustat Lasit",0
"938963","SOOWVNN12A8C140775","Rabbit Heart (Raise It Up)","Rabbit Heart EP","Florence + The Machine",2009
"938964","SOPAYPV12AB017DB0C","You've Got The Love","Lungs","Florence + The Machine",2009
"938965","SOPTLQL12AB018D56F","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","Billionaire [feat. Bruno Mars]","Travie McCoy",0
"938966","SOSZJFV12AB01878CB","Teach Me How To Dougie","Teach Me How To Dougie","California Swag District",0
"938967","SOUNJIO12AB0181339","Gears","Gears","Future Rock",0
"938968","SOVDLZN12AB0185BEA","Tighten Up","Tighten Up","The Black Keys",2010
"938969","SOVRTPN12AB0184F9E","Howlin For You","Brothers","The Black Keys",2010
"938970","SOWEHOM12A6BD4E09E","16 Candles","16 Candles","The Crests",1988
"938971","SOXZSEH12AC468CABB","Relegate the Judge","Live Gasometer 2009","Amity in fame",2008
"938972","SOYMIMI12AB0181E5C","Heads Will Roll","It's Blitz!","Yeah Yeah Yeahs",2009
"952461","SOBQODG12A8C13ECFF","Alice Practise","Camden Crawl 2008","Crystal Castles",0
"952462","SOLTKEA12AB017D7D2","In The Dark","Memento Mori","Flyleaf",2009
"952463","SONBIEE12A58A7BE55","I'm So Sick","I'm So Sick","Flyleaf",2005
"952464","SORWJSF12A8C138AB6","Hello","Fallen","Evanescence",2003
"952465","SORWJSF12A8C138AB6","Hello","Fallen","Evanescence",2003
"952466","SOXSOIM12A8C133FC6","There For You","Flyleaf","Flyleaf",2004
"975286","SOAQTQO12A6D4FCD0A","Fallin' Out","Just Like You","Keyshia Cole",2007
"975287","SOCNAXF12A6D4F9B34","Creil City","Fat Come Back","Alliance Ethnik",1999
"975288","SODEAMH12A67ADE726","smile around the face","Everything Ecstatic","Four Tet",2005
"975289","SODTJFU12B0B80C9BE","Neon Knights","The Looks","MSTRKRFT",2006
"975290","SOFGIOY12AB0183BED","Six Days At The Bottom Of The Ocean","The Earth Is Not A Cold Dead Place","Explosions In The Sky",2003
"975291","SOGWUAY12AB0183CC0","Hotel St. George","Further Than Heaven","The Hassles Feat. Billy Joel",0
"975292","SOHOTAA12A8AE45F43","Marshall Examines His Carcass","Identification Parade","Octopus Project",2002
"975293","SOIPCAN12A58A7AC6E","Grind On You (LP Version)","Get Up On It","Keith Sweat",1994
"975294","SOIWBJU12A6701CBE7","Daft Punk Is Playing At My House","Daft Punk Is Playing At My House","LCD Soundsystem",2005
"975295","SOIZFTE12AB0186842","Fuck Kitty","Frumpie One-Piece","Frumpies",1993
"975296","SOJQLQX12A6D4F8047","Dope Boy Magic [Feat. Nicholas ""Play Boy Nick"" Smith_ Corey ""Black Owned C Bone"" Andrews and Chino Dolla] [Amended Album Version]","New Joc City","Yung Joc",2006
"975297","SOJXEHN12A6D4F84CC","Right Now (Album Version)","The Rising Tied","Fort Minor (Featuring Black Thought Of The Roots And Styles Of Beyond)",2005
"975298","SOKTJXL12A8C13C90B","Oh!","Oi Oi oi REMIXED","Boys Noize",2007
"975299","SOLWRQM12AB0184C86","Tortured Soul","Skream!","Skream",2006
"975300","SOMBQAV12A8C137AA3","The Only Moment We Were Alone","The Earth Is Not A Cold Dead Place","Explosions In The Sky",2003
"975301","SOODXFF12A8C13A21C","sun drums and soil","Everything Ecstatic","Four Tet",2005
"975302","SOOFYTN12A6D4F9B35","Représente","Fat Come Back","Alliance Ethnik",1999
"975303","SOOGVID12A8C13C96F","Chump Change","Electric Version","The New Pornographers",2003
"975304","SOOIMYS12A8C135E18","Riot","Los Angeles","Flying Lotus",2008
"975305","SOOPRQI12A8C135DF9","Camel","Los Angeles","Flying Lotus",2008
"975306","SOPAOIH12A6D4F9321","Snake","I Got That Work","Big Tymers",2000
"975307","SOPODKB12AB01820CC","Don't Shake It Off","C.Y.S.L.A.B.F.","Mika Miko",2006
"975308","SOQACEU12A58A78E0D","and then patterns","Everything Ecstatic","Four Tet",2005
"975309","SOQBUHC12A8C14587A","Scheme Eugene (Album Version)","Fine Fascination","Red Light Company",2009
"975310","SOQYMNH12A8C137AA0","First Breath After Coma","The Earth Is Not A Cold Dead Place","Explosions In The Sky",2003
"975311","SOREDMW12AB01871BB","What If (Album Version)","Jason Derulo","Jason Derulo",0
"975312","SORMPWW12A6D4FA2C9","Move","The Art of Breaking","Thousand Foot Krutch",2005
"975313","SORTPHZ12A8C13D374","I Am The Club (Explicit Album Version)","The Real Testament [Deluxe]","Plies",0
"975314","SOSTLBB12A8C13E3DB","Ghosts and Roses","Hello Mademoiselle","Stephane Pompougnac",2007
"975315","SOVEFXA12A58A7942A","Malaria Codes","One Ten Hundred Thousand Million","Octopus Project",2005
"975316","SOVYNVS12AC3DF64AB","Rockin' Rollin' Stone","100 Greatest Rockabilly Hits","Andy Starr",2000
"975317","SOWGJTU12AB017FEF6","Hey","Elvis Perkins In Dearland","Elvis Perkins In Dearland",2009
"975318","SOXEZLY12A8C137AB0","Your Hand In Mine","The Earth Is Not A Cold Dead Place","Explosions In The Sky",2003
"987439","SOAQUBQ12A67ADE359","Smile","hits 2008","Lily Allen",2006
"987440","SOAQUBQ12A67ADE359","Smile (Radio Edit)","Heat Party Anthems","Lily Allen",2006
"987441","SOBNJIY12A8C141E74","Kiss Me Thru The Phone","Kiss Me Thru The Phone","Soulja Boy Tell'em / Sammie",2009
"987442","SOBOUPA12A6D4F81F1","Sincerité Et Jalousie","Simple Et Funky","Alliance Ethnik",0
"987443","SOBQYCF12AC909726F","Cooler Than Me","Cooler Than Me","Mike Posner",2010
"987444","SOCGWCK12A67020F39","We Belong Together","R&B Divas","Mariah Carey",2005
"987445","SODGVGW12AC9075A8D","Somebody To Love","My Worlds","Justin Bieber",2010
"987446","SODGVGW12AC9075A8D","Somebody To Love","My World 2.0","Justin Bieber",2010
"987447","SODOLRB12A8AE47628","Touch My Body","R&B Collection","Mariah Carey",2008
"987448","SODOWUC12AC9097E76","One Time","One Time","Justin Bieber",2009
"987449","SOEIEVL12A8C1422EA","Money Ain't A Thang","Def Jam 25: Volume 1 - DJ Bring That Back (2008-1997)","Jay-Z / JD",1997
"987450","SOEIEVL12A8C1422EA","Money Ain't A Thang","Life In 1472 (The Original Soundtrack)","Jermaine Dupri featuring Jay-Z",1997
"987451","SOEVGOY12AB0181053","Be With You","Freedom","Akon",2008
"987452","SOFRQTD12A81C233C0","Sehr kosmisch","Musik von Harmonia","Harmonia",0
"987453","SOGHQMI12A8AE46ADC","No One","Now That's What I Call Music! 69","Alicia Keys",2007
"987454","SOGPNGN12A8C143969","Gives You Hell","When The World Comes Down","The All-American Rejects",2008
"987455","SOGSAYQ12AB018BA14","Eenie Meenie","Eenie Meenie","Sean Kingston and Justin Bieber",0
"987456","SOGZMBF12A8C13AA23","Rock Your Body","City Sounds","Justin Timberlake",2002
"987457","SOGZMBF12A8C13AA23","Rock Your Body","Justified","Justin Timberlake",2002
"987458","SOHFKGU12AB01819F3","Obsessed","Memoirs of an imperfect Angel","Mariah Carey",2009
"987459","SOIIOUS12A8AE47E20","Yeah!","Confessions","Usher Featuring Lil' Jon & Ludacris",2007
"987460","SOJCVSP12AAFF4438D","Blame It","Blame It","Jamie Foxx featuring T-Pain",0
"987461","SOKOXWU12AF72AD1BC","The Real Slim Shady","Curtain Call","Eminem",2000
"987462","SOKOXWU12AF72AD1BC","The Real Slim Shady","The Marshall Mathers LP","Eminem",2000
"987463","SOKUAGP12A8C133B94","Don't Stop The Music","Don't Stop The Music/ Remixes","Rihanna",2007
"987464","SOKUAGP12A8C133B94","Don't Stop The Music","Kids Party Pac","Rihanna",2007
"987465","SOKUAGP12A8C133B94","Don't Stop The Music","Don't Stop The Music 5 Track EP","Rihanna",2007
"987466","SOKYHYL12A8C13D79D","It Was A Good Day","Hip Hop - The Collection 3","Ice Cube",1992
"987467","SOLMKTS12A8AE46C27","Bleeding Love","Spirit","Leona Lewis",2007
"987468","SOMGVYU12A8C1314FF","Sinisten tähtien alla","Tatsum Tisal","J. Karjalainen & Mustat Lasit",0
"987469","SOMYXWV12A8C14232E","What Goes Around...Comes Around","What Goes Around... Comes Around","Justin Timberlake",2007
"987470","SONEJIJ12AB0185727","There Goes My Baby","Raymond v Raymond","Usher",2010
"987471","SONTSRQ12A8C1340BE","Alone Again (Naturally)","Music From and Inspired by Stuart Little 2","Gilbert O'Sullivan",1972
"987472","SOPTLQL12AB018D56F","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","Billionaire [feat. Bruno Mars]","Travie McCoy",0
"987473","SOQGJOQ12AB0181C93","Back That Azz Up","Greatest Hits","Juvenile / Mannie Fresh / Lil Wayne",0
"987474","SOQWYAQ12A6D4FB9A3","Take A Bow","Ultimate R&B Love 2009","Rihanna",2008
"987475","SOREDMW12AB01871BB","What If (Album Version)","Jason Derulo","Jason Derulo",0
"987476","SOSXLTC12AF72A7F54","Revelry","Only By The Night","Kings Of Leon",2008
"987477","SOSZJFV12AB01878CB","Teach Me How To Dougie","Teach Me How To Dougie","California Swag District",0
"987478","SOULTKQ12AB018A183","Nothin' On You [feat. Bruno Mars] (Album Version)","Nothin' On You [feat. Bruno Mars]","B.o.B",0
"987479","SOULTKQ12AB018A183","Nothin' On You [feat. Bruno Mars] (Album Version)","B.o.B Presents: The Adventures of Bobby Ray","B.o.B",2010
"987480","SOUOEMP12A8C13866E","Paper Planes","Decent Work For Decent Pay","M.I.A.",0
"987481","SOUOTLX12A6D4FA186","En Algún Lugar Del Puerto (2001 Digital Remaster)","Victor Jara 1959-1969","Victor Jara",0
"987482","SOUSMXX12AB0185C24","OMG","OMG - The Remixes","Usher featuring will.i.am",2010
"987483","SOVUTZD12A67ADBB36","No Way Jose","Super Saucy","Baby Bash / Akon",2005
"987484","SOWCBKV12AC90732A6","One Less Lonely Girl","My Worlds","Justin Bieber",2009
"987485","SOWCXPN12A67ADBB41","Outro","Super Saucy","Baby Bash / Butch Cassidy / Don Cisco / Nino Brown / Russell Lee / Mr. Kee",2005
"987486","SOWKQYL12AB0183B15","Whatcha Say","Whatcha Say","Jason Derulo",2009
"987487","SOWONPQ12A8BED02A8","Don't Matter","Don't Matter","Akon",2006
"987488","SOXFPND12AB017C9D1","I Gotta Feeling","Todo Éxitos 2009","Black Eyed Peas",2009
"987489","SOYGKNI12AB0187E6E","All I Do Is Win (feat. T-Pain_ Ludacris_ Snoop Dogg & Rick Ross)","Victory","DJ Khaled",2010
"987490","SOZKNSB12A8C140F11","Replay","Massive R&B Spring 2010","Iyaz",2009
"987491","SOZOWON12A67ADA091","Glamorous","Big Summer Tunes","Fergie / Ludacris",0
"1001904","SOBNCNF12A8C13F62E","No. 5","Swan Songs","Hollywood Undead",2005
"1001905","SODORVA12A8C13B259","Someday","The Long Road","Nickelback",2003
"1001906","SODORVA12A8C13B259","Someday","Now That's What I Call Music! Vol. 14","Nickelback",2003
"1001907","SODXJVJ12A8C13B97A","Animals [Live In Atlanta]","All The Right Reasons","Nickelback",2005
"1001908","SOFQTHB12A8C1447C9","Werewolves Of London (LP Version)","Happy Birthday Dad","Warren Zevon",0
"1001909","SOFRQTD12A81C233C0","Sehr kosmisch","Musik von Harmonia","Harmonia",0
"1001910","SOFVZRE12A8C139783","Far Away (Album Version)","All The Right Reasons","Nickelback",2006
"1001911","SOGPBAW12A6D4F9F22","Livin' On A Prayer","Cross Road","Bon Jovi",1986
"1001912","SOHTKJE12A58A7A42E","I'd Come For You (Album Version)","Dark Horse","Nickelback",2008
"1001913","SOKMHKY12AF72AB079","How You Remind Me","FETENHITS - New Party Rock (set)","Nickelback",2000
"1001914","SOKXMME12AB01805F2","Tear It Up","Desperate Measures","Hollywood Undead",2009
"1001915","SOLCKAS12A8C14242A","Eye Of The Tiger","Happy New Year!","Survivor",0
"1001916","SOLGFKA12A6D4F7B9A","New York Groove","Ace Frehley","Ace Frehley",1978
"1001917","SOMMUKQ12AB01801A5","Burn It To The Ground (Album Version)","Dark Horse","Nickelback",2008
"1001918","SOMXDFJ12AB0183B34","Good Girls Go Bad (Feat.Leighton Meester) (Album Version)","Now That's What I Call Music! 74","Cobra Starship Featuring Leighton Meester",0
"1001919","SOMXDZI12A58A7F2D3","Should've Listened (Album Version)","The Long Road","Nickelback",2003
"1001920","SONHVVE12AB018D038","Sexy Bitch","Club Traxxx Summer Slammin'_ Vol. 3","DJ Dizzy",2009
"1001921","SOOGQNP12AB01800D7","Shakin' Hands (Album Version)","Dark Horse","Nickelback",2008
"1001922","SOQCIQX12A8C13B272","Because Of You (Album Version)","The Long Road","Nickelback",2003
"1001923","SORVEKH12A6D4F6CF2","Mony Mony (Downtown Mix)","Original Hits - Pub Jukebox","Billy Idol",1985
"1001924","SORWLJM12A6D4F9C0C","Crazy Bitch (Album Version)","15","Buckcherry",2006
"1001925","SOSBNIU12AB017CFEB","Magic Carpet Ride","Gold","Steppenwolf",1968
"1001926","SOSMQCB12A6D4F8155","FFT (The Good_ The Bad_ And The Ugly Album Version)","The Good_ The Bad_ And The Ugly","Huntingtons",0
"1001927","SOSVBPS12A8C141821","Something In Your Mouth (Album Version)","It's A Misery Business","Nickelback",0
"1001928","SOTEGWG12AB01897AC","Forever","Relapse: Refill","Drake / Kanye West / Lil Wayne / Eminem",0
"1001929","SOTRDVJ12A8C13975E","Savin' Me","NOW (That's What I Call Music) 22","Nickelback",2005
"1001930","SOTRDVJ12A8C13975E","Savin' Me","All The Right Reasons","Nickelback",2005
"1001931","SOTYSQF12A8C13E0AA","We Will Rock You","Photograph [Commercial Single]","Nickelback",2005
"1001932","SOVECVJ12A6D4F9B7F","Cotton Eye Joe (Explicit)","Snoop Dogg's Hood Of Horror ","Red Nex",0
"1001933","SOVFMSF12A6310D7E3","Ride Wit Me","Country Grammar","Nelly / City Spud",2001
"1001934","SOVMANN12A58A7C69C","Bottle And A Gun","Swan Songs","Hollywood Undead",2008
"1001935","SOWGXOP12A6701E93A","Without Me","Without Me","Eminem",2002
"1001936","SOWNVIV12AB0184846","Replay (Album Version)","Pure Urban Essentials 2010","Iyaz",2010
"1001937","SOWYRXW12A8C1351CA","Bedroom Suite","Upstairs Overlooking","Joe Christmas",0
"1001938","SOXIKKF12AB01850D4","Lit Up","Buckcherry","Buckcherry",1999
"1021703","SOBAKOT12A67021B3D","All Along The Watchtower","South Saturn Delta","Jimi Hendrix",1970
"1021704","SOCJHPS12A6D4F8523","The Diary Of Jane (Acoustic)","Phobia","Breaking Benjamin",2006
"1021705","SOCRDRV12A58A7B75C","Rainbow In The Dark","The Collection","Dio",1983
"1021706","SODJWHY12A8C142CCE","Hey_ Soul Sister","Save Me_ San Francisco","Train",0
"1021707","SODNDDS12AB017F3D1","The Voiceless","And So I Watch You From Afar","And So I Watch You from Afar",2007
"1021708","SOEIQDP12A58A75817","Always (7'' Mix)","Hits The Very Best Of Erasure","Erasure",0
"1021709","SOEKNMO12AF72A1918","Check Yes Juliet","We The Kings","We The Kings",2007
"1021710","SOERYLG12A6701F07F","Times Like These","On And On","Jack Johnson",2003
"1021711","SOEWPZY12A6D4FB168","Rooftops","Liberation Transmission","Lostprophets",2006
"1021712","SOFSLOC12A8C13F8BD","Black Betty","Tonight Alright","Spiderbait",2004
"1021713","SOGHSQA12A8C14098E","Dig","Light Grenades","Incubus",2006
"1021714","SOGHSQA12A8C14098E","Dig","Light Grenades","Incubus",2006
"1021715","SOGPBAW12A6D4F9F22","Livin' On A Prayer","Cross Road","Bon Jovi",1986
"1021716","SOGSKNQ12A6D4FA43D","Time Is Running Out","Absolution","Muse",0
"1021717","SOKYJYU12AB0186429","You Found Me (Album Version)","2010 Grammy Nominees","The Fray",0
"1021718","SOKYJYU12AB0186429","You Found Me","NOW That's What I Call Music_ Vol. 31","The Fray",2008
"1021719","SOLWGPF12AB0181F45","The Final Countdown","Almost Unplugged","Europe",1986
"1021720","SOMFUWK12A6D4F8AFA","Naive","17 Again - Music From The Motion Picture","The Kooks",2009
"1021721","SOMQWBH12A8AE44A40","Before I Forget (Album Version)","Vol. 3 The Subliminal Verses","Slipknot",0
"1021722","SOOXLIG12AB0185803","Spell","Abattoir Blues/The Lyre of Orpheus","Nick Cave & The Bad Seeds",2004
"1021723","SOOZWZF12A582913C6","Oh Jungleland","Themes - Volume 5","Simple Minds",1985
"1021724","SOPXRNS12AB0186314","Stamp On The Ground","Stamp On The Ground","ItaloBrothers",2009
"1021725","SOQLUTQ12A8AE48037","The Pretender","Echoes_ Silence_ Patience & Grace","Foo Fighters",2007
"1021726","SOQWVBM12AB0182B5F","Girl's Not Grey","Sing The Sorrow","AFI",2003
"1021727","SORPBSJ12A6D4F7CAB","I Do Believe In Love","Piece By Piece","Katie Melua",2005
"1021728","SOSNMJN12A58A7A649","Walking On Sunshine","This Is... 1985","Katrina & The Waves",1985
"1021729","SOSQIPK12A6D4F966A","He's A Pirate","Pirates Of The Caribbean Original Soundtrack","Klaus Badelt",2003
"1021730","SOSWHGK12AF72A0A0D","Give It All","Siren Song Of The Counter-Culture","Rise Against",2004
"1021731","SOUFTBI12AB0183F65","Invalid","Fermi Paradox","Tub Ring",2002
"1021732","SOULHTS12A6D4FAE9C","Call On Me","The Very Best Of Euphoric Dance Breakdown","Eric Prydz",2004
"1021733","SOXAQJS12AB018CBF7","Resistance","The Resistance","Muse",0
"1021734","SOXWJCX12A6D4F81AF","Move Your Feet","Move Your Feet","Junior Senior",2002
"1021735","SOZVCRW12A67ADA0B7","When You Were Young","When You  Were Young","The Killers",2006
"1021736","SOZVUCT12A8C1424BE","Lasso","Wolfgang Amadeus Phoenix","Phoenix",0
"1053444","SODTPIA12A6701F9EF","Sympathique","Sympathique","Pink Martini",1997
"1053445","SODUIYU12A67ADD8B7","Rhythm Is A Dancer","NOW Dance Anthems","SNAP!",1992
"1053446","SOEWXQH12A58291C80","Paris","Yael Naïm","Yael Naïm",2007
"1053447","SOEZPDB12A8C1420E1","Sexy Chick (Featuring Akon)","NOW Dance Anthems","David Guetta - Akon",0
"1053448","SOJFQWU12A8C1448C7","Rain On Your Parade","Rain On Your Parade","Duffy",0
"1053449","SOOAOHX12A6D4F8E8C","Addicted","Back To Black","Amy Winehouse",2006
"1053450","SOQADZS12A670202F9","Spider-Man Theme [Junkie XL Remix]","Spider-Man Theme/Sway Remixes","Michael Bublé",0
"1053451","SOQGVCS12AF72A078D","Paradise City","Greatest Hits","Guns N' Roses",1987
"1053452","SOQIODE12A8C13EF0E","Adir Adirim (Featuring Victoria Hanna)","Balkan Beat Box","Balkan Beat Box",2005
"1053453","SOUSZSW12AB01800C2","Toxic","The Singles Collection","Britney Spears",2003
"1053454","SOWGXOP12A6701E93A","Without Me","Without Me","Eminem",2002
"1053455","SOXZUAV12A6310F21A","Personal Jesus","Violator","Depeche Mode",1985
"1057031","SOIZPLP12A8AE49604","Picture Perfect","Exclusive","Chris Brown featuring will.i.am",0
"1057032","SOIZPLP12A8AE49604","Picture Perfect","Exclusive","Chris Brown featuring will.i.am",0
"1057033","SOKRDOK12A8AE47D4E","One In A Million","Ultimate R&B 2007","Aaliyah",1996
"1057034","SOOSPIF12A6310D880","How Long","Volume V - Believe","Soul II Soul",1995
"1057035","SOTDGVF12A8AE45ECF","Are You That Somebody? ( LP Version )","Dr. Dolittle: The Album","Aaliyah",0
"1057036","SOUKAOJ12A6D4F7C91","The Pyramids","Gettin' My Mind Right","Tim Wilson",1999
"1057037","SOWRREB12A6D4FA7CB","Rock Star","In Search Of...","N.E.R.D.",2002
"1057038","SOYBAYY12A8151BA7C","Rock The Boat","R&B Love Collection 08","Aaliyah",2001
"1057039","SOZVVRE12A8C143150","Greece 2000","Greece 2000","Three Drives",1997
"1108655","SOAVGOD12A6D4F7783","Nut City (2000 Digital Remaster) (The Rudy Van Gelder Edition)","The Complete George Braith Blue Note Sessions (The Rudy Van Gelder Edition)","George Braith",0
"1108656","SOBOUPA12A6D4F81F1","Sincerité Et Jalousie","Simple Et Funky","Alliance Ethnik",0
"1108657","SOCNLEI12A67021565","All Tomorrow's Parties","The Velvet Underground & Nico","The Velvet Underground / Nico",1966
"1108658","SODCNJX12A6D4F93CB","Jamaica Roots II(Agora E Sempre)","Nova Bis-Natiruts","Natiruts",0
"1108659","SOEBPUD12A6701C527","Soon As I Get Home(Album Version)","Faith Evans","Faith Evans",0
"1108660","SOEGIYH12A6D4FC0E3","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","Mozart - Eine kleine Nachtmusik","Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner",0
"1108661","SOEJEEH12A8C134658","Speechless","Dangerously In Love","Beyoncé",2003
"1108662","SOEMUXL12A58A7B848","Rehab","Hip Hop The Collection 2009","Rihanna",2007
"1108663","SOHEMBB12A6701E907","Superman","The Eminem Show","Eminem / Dina Rae",2003
"1108664","SOHPNUP12A8C1431B4","Lesson Learned","As I Am","Alicia Keys featuring John Mayer",2007
"1108665","SOHPNUP12A8C1431B4","Lesson Learned","As I Am","Alicia Keys featuring John Mayer",2007
"1108666","SOHTCVN12A8C134E46","It's My Own Fault","The Best Of Johnny Winter","Johnny Winter",1968
"1108667","SOHTKMO12AB01843B0","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","Catch You Baby","Lonnie Gordon",0
"1108668","SOHYLXU12A8C139492","Non E_ Per Te_ Per Me","Alejandro Sanz 3","Alejandro Sanz",0
"1108669","SOISNSU12AC468C0D8","If I Had You","For Your Entertainment (Deluxe Version)","Adam Lambert",2009
"1108670","SOITSDN12A8C1359F8","End Of The Road","Motown - Hitsville_ USA","Boyz II Men",1992
"1108671","SOLGLUC12AB018A8FA","Frisch und g'sund","Musik mit Herz und Schwung","Die Mooskirchner",0
"1108672","SOMHLHX12A58A7AA5B","You Learn (Album Version)","The Collection","Alanis Morissette",1996
"1108673","SOMPPAS12A8C13385B","Misled","The Colour Of My Love","Céline Dion",1993
"1108674","SONDBUE12A58A75F7A","Shining Star","Original Album Classics","Earth_ Wind & Fire",1975
"1108675","SONQCXC12A6D4F6A37","Strut (1993 Digital Remaster)","The World Of Sheena Easton - The Singles","Sheena Easton",0
"1108676","SONVPTP12A6D4F7A34","You'll Be In My Heart","Love Songs","Phil Collins",1998
"1108677","SOOIWPV12AB017FE1E","He Loves Me","Who Is Jill Scott?","Jill Scott",2008
"1108678","SOOULRX12A8C137BFA","Fever","The Fighting Temptations (Music From The Motion Picture)","Beyoncé",2003
"1108679","SOQCQNU12A8C138694","He Wasn't Man Enough","The Essential Toni Braxton","Toni Braxton",2000
"1108680","SOQZYQH12A8AE468E5","Better To Reign In Hell","Damnation And A Day","Cradle Of Filth",2003
"1108681","SORJICW12A8C13640D","Mercy:The Laundromat","Westing (By Musket and Sextant)","Pavement",1993
"1108682","SORLCEE12A6D4F86AE","911","Reflections - A Retrospective","Wyclef Jean / Mary J. Blige",2000
"1108683","SORLLRN12A58A7F1EE","Be With You","Dangerously In Love","Beyoncé",2003
"1108684","SOSXLTC12AF72A7F54","Revelry","Only By The Night","Kings Of Leon",2008
"1108685","SOTADIM12AB017EFC7","Scared Of Lonely","I AM...SASHA FIERCE","Beyoncé",2008
"1108686","SOTCLIO12AB0180F26","Maradona","Honestidad Brutal","Andres Calamaro",1999
"1108687","SOUDLVN12AAFF43658","Make Love To Your Mind","Playlist: The Very Best Of Bill Withers","Bill Withers",1975
"1108688","SOUNJIO12AB0181339","Gears","Gears","Future Rock",0
"1108689","SOUNZHU12A8AE47481","I CAN'T GET STARTED","It's The Time","Ron Carter",0
"1108690","SOWDCXZ12AB017CDC8","Ave Maria","I AM...SASHA FIERCE","Beyoncé",2008
"1108691","SOXEOLH12A6D4F9D37","Purple Rain","Ultimate","Prince & The Revolution",1984
"1108692","SOXFPND12AB017C9D1","I Gotta Feeling","Todo Éxitos 2009","Black Eyed Peas",2009
"1108693","SOXNPNZ12AB018E1D0","Kill Me","Kill Me","Make the Girl Dance",0
"1108694","SOYGJQA12A58A79755","The Sweetest Taboo","The Best Of Sade","Sade",1985
"1108695","SOZWDQN12AB0182A85","You Sang To Me","Marc Anthony","Marc Anthony",1999
"1118084","SOAFTRR12AF72A8D4D","Harder Better Faster Stronger","Discovery","Daft Punk",2007
"1118085","SOARUPP12AB01842E0","Up Up & Away","Man On The Moon: The End Of Day","Kid Cudi",2009
"1118086","SODGJKH12AAA8C9487","Day 'N' Nite","R&B Yearbook","Kid Cudi Vs Crookers",2008
"1118087","SOFIGOV12AB018D34E","Can't Deny It [featuring Nate Dogg] [Explicit Version]","Ghetto Fabolous [Explicit Version]","Fabolous",0
"1118088","SOIJLDG12A8C135B96","It's Tricky","The Best Year Of My Life: 1987","RUN-DMC",1986
"1118089","SOOYOJU12A670201D3","Area Codes","Word Of Mouf","Ludacris / Nate Dogg",2001
"1118090","SOPPROJ12AB0184E18","Pursuit Of Happiness (nightmare)","Pursuit Of Happiness","Kid Cudi / MGMT / Ratatat",2010
"1118091","SOTEGWG12AB01897AC","Forever","Relapse: Refill","Drake / Kanye West / Lil Wayne / Eminem",0
"1118092","SOXSQCC12A8C13D78E","Rapper's Delight","The Best Of Grandmaster Flash & Sugar Hill","The Sugarhill Gang",1979
"1118093","SOYGKNI12AB0187E6E","All I Do Is Win (feat. T-Pain_ Ludacris_ Snoop Dogg & Rick Ross)","Victory","DJ Khaled",2010
"1118094","SOZMINK12AF72AAC26","Definition","Rawkus Records - Best of Decade I 1995-2005","Black Star",1994
"1126242","SOAZATE12AB0185142","She Follows Her Own Rules (2007 Digital Remaster)","Love Chronicles","Al Stewart",0
"1126243","SODDYCK12A58A7EC71","I'm Broken  (LP Version)","Far Beyond Driven","Pantera",1994
"1126244","SOITRTA12A6D4F8261","Ride The Lightning","The Unnamed Feeling","Metallica",1984
"1126245","SOJSXTU12AAF3B464A","Prête A Porter","Motifs","Paris Combo",2004
"1126246","SONWGDQ12AF72A635F","Another Rainy Day","Corinne Bailey Rae","Corinne Bailey Rae",2006
"1126247","SOPVKGB12A58A79DD3","Mouth For War (LP Version)","Vulgar Display Of Power","Pantera",1992
"1126248","SORHRZS12AB0185CC2","Got The Glory","To Wit To Woo","Jason Collett",0
"1126249","SOURAVO12A6D4FB1A4","Becoming [Live Version]","Official Live: 101 Proof","Pantera",1997
